date,day_of_week,month,is_weekend,week_of_year,quarter,temperature,humidity,humidity_drop,rainfall,festival,festival_name,festival_intensity,respiratory_alert,baseline_patients,actual_patients,surge_risk,risk_score
2021-09-03,4,9,0,35,3,28.1,85.6,2.7,12.5,0,None,0.0,0,110,151,MEDIUM,32.2
2021-09-04,5,9,1,35,3,27.4,86.1,0.0,37.3,0,None,0.0,0,109,146,MEDIUM,43.9
2021-09-05,6,9,1,35,3,30.4,88.8,0.0,33.4,0,None,0.0,0,113,153,MEDIUM,41.8
2021-09-06,0,9,0,36,3,33.7,86.8,2.0,7.4,0,None,0.0,0,110,152,MEDIUM,28.9
2021-09-07,1,9,0,36,3,31.2,84.3,2.4,4.4,0,None,0.0,0,110,133,LOW,15.2
2021-09-08,2,9,0,36,3,30.4,77.8,6.6,2.8,0,None,0.0,1,108,147,MEDIUM,36.0
2021-09-09,3,9,0,36,3,30.7,82.6,0.0,0.0,1,Gowri-Ganesha,0.4,0,109,158,LOW,30.8
2021-09-10,4,9,0,36,3,32.6,83.2,0.0,0.0,1,Gowri-Ganesha,0.6,0,107,171,HIGH,57.2
2021-09-11,5,9,1,36,3,30.6,80.9,2.3,0.0,1,Gowri-Ganesha,0.8,0,109,177,CRITICAL,71.1
2021-09-12,6,9,1,36,3,30.1,82.9,0.0,16.8,1,Gowri-Ganesha,0.6,0,109,166,CRITICAL,66.7
2021-09-13,0,9,0,37,3,31.0,82.0,0.9,30.3,1,Gowri-Ganesha,0.4,0,109,176,MEDIUM,58.0
2021-09-14,1,9,0,37,3,31.2,81.6,0.4,0.0,0,None,0.0,0,110,147,LOW,29.2
2021-09-15,2,9,0,37,3,30.4,84.8,0.0,13.8,0,None,0.0,1,108,161,MEDIUM,38.2
2021-09-16,3,9,0,37,3,30.1,80.9,3.9,0.0,0,None,0.0,1,110,179,HIGH,46.8
2021-09-17,4,9,0,37,3,28.4,85.7,0.0,0.0,0,None,0.0,0,111,149,LOW,26.9
2021-09-18,5,9,1,37,3,28.6,81.2,4.5,5.2,0,None,0.0,0,108,141,MEDIUM,34.4
2021-09-19,6,9,1,37,3,28.7,80.7,0.5,6.2,0,None,0.0,0,111,142,LOW,24.8
2021-09-20,0,9,0,38,3,29.4,88.2,0.0,0.0,0,None,0.0,0,110,146,HIGH,25.3
2021-09-21,1,9,0,38,3,28.9,90.3,0.0,26.4,0,None,0.0,0,107,135,LOW,24.0
2021-09-22,2,9,0,38,3,29.8,88.5,1.8,9.0,0,None,0.0,1,111,164,HIGH,49.8
2021-09-23,3,9,0,38,3,31.1,84.3,4.2,14.4,0,None,0.0,0,108,155,LOW,33.5
2021-09-24,4,9,0,38,3,30.9,83.0,1.3,23.1,0,None,0.0,0,109,156,LOW,44.6
2021-09-25,5,9,1,38,3,31.1,84.0,0.0,6.8,0,None,0.0,0,107,147,MEDIUM,35.2
2021-09-26,6,9,1,38,3,30.8,84.5,0.0,5.8,0,None,0.0,0,108,133,MEDIUM,27.0
2021-09-27,0,9,0,39,3,30.6,84.4,0.1,0.0,0,None,0.0,0,109,149,MEDIUM,28.3
2021-09-28,1,9,0,39,3,29.5,84.6,0.0,30.9,0,None,0.0,0,111,145,LOW,33.8
2021-09-29,2,9,0,39,3,30.1,84.1,0.5,36.7,0,None,0.0,0,118,153,LOW,40.7
2021-09-30,3,9,0,39,3,29.9,80.1,4.0,0.0,0,None,0.0,0,107,145,LOW,28.9
2021-10-01,4,10,0,39,4,27.5,77.2,3.0,0.0,0,None,0.0,0,109,117,LOW,9.9
2021-10-02,5,10,1,39,4,28.6,81.7,0.0,0.0,0,None,0.0,0,107,106,LOW,5.3
2021-10-03,6,10,1,39,4,28.0,77.6,4.1,0.0,0,None,0.0,0,111,110,LOW,3.3
2021-10-04,0,10,0,40,4,26.2,78.6,0.0,0.0,0,None,0.0,1,110,148,HIGH,45.4
2021-10-05,1,10,0,40,4,24.5,77.4,1.3,0.0,0,None,0.0,1,109,139,HIGH,46.3
2021-10-06,2,10,0,40,4,26.1,79.4,0.0,0.0,0,None,0.0,0,110,123,LOW,16.4
2021-10-07,3,10,0,40,4,26.1,79.1,0.3,9.1,0,None,0.0,0,110,119,LOW,7.5
2021-10-08,4,10,0,40,4,26.3,84.6,0.0,0.0,0,None,0.0,0,109,112,LOW,7.7
2021-10-09,5,10,1,40,4,23.8,84.9,0.0,21.2,1,Dasara,0.5,0,108,139,HIGH,41.4
2021-10-10,6,10,1,40,4,25.3,79.7,5.2,0.0,1,Dasara,0.75,0,110,149,HIGH,53.0
2021-10-11,0,10,0,41,4,25.8,82.5,0.0,0.0,1,Dasara,1.0,0,112,172,CRITICAL,66.8
2021-10-12,1,10,0,41,4,24.2,79.8,2.7,0.0,1,Dasara,0.75,0,108,156,HIGH,45.8
2021-10-13,2,10,0,41,4,23.9,78.8,1.0,0.0,1,Dasara,0.5,0,109,126,LOW,19.8
2021-10-14,3,10,0,41,4,24.5,80.9,0.0,9.7,0,None,0.0,0,110,117,LOW,6.9
2021-10-15,4,10,0,41,4,24.7,79.7,1.2,0.0,0,None,0.0,0,108,113,LOW,4.5
2021-10-16,5,10,1,41,4,24.5,83.2,0.0,0.0,0,None,0.0,0,113,115,LOW,7.1
2021-10-17,6,10,1,41,4,24.5,80.2,2.9,0.0,0,None,0.0,0,111,113,MEDIUM,11.3
2021-10-18,0,10,0,42,4,24.3,78.9,1.3,0.0,0,None,0.0,0,109,121,LOW,9.3
2021-10-19,1,10,0,42,4,24.7,78.1,0.9,0.0,0,None,0.0,0,114,118,LOW,3.8
2021-10-20,2,10,0,42,4,26.6,77.8,0.3,0.0,0,None,0.0,0,108,110,MEDIUM,7.3
2021-10-21,3,10,0,42,4,23.0,82.6,0.0,0.0,0,None,0.0,0,109,109,LOW,2.7
2021-10-22,4,10,0,42,4,23.3,84.1,0.0,0.0,0,None,0.0,0,106,102,LOW,0.6
2021-10-23,5,10,1,42,4,24.0,88.3,0.0,0.0,0,None,0.0,0,113,112,LOW,7.7
2021-10-24,6,10,1,42,4,24.7,92.4,0.0,0.0,0,None,0.0,0,107,106,LOW,4.0
2021-10-25,0,10,0,43,4,24.3,85.0,7.4,0.0,0,None,0.0,0,107,115,MEDIUM,14.8
2021-10-26,1,10,0,43,4,22.4,83.9,1.1,0.0,0,None,0.0,0,111,116,MEDIUM,8.1
2021-10-27,2,10,0,43,4,23.6,79.5,4.4,0.0,0,None,0.0,0,107,105,LOW,1.2
2021-10-28,3,10,0,43,4,26.1,78.0,1.5,0.0,0,None,0.0,0,107,107,LOW,0.0
2021-10-29,4,10,0,43,4,23.9,77.6,0.4,0.0,0,None,0.0,0,112,113,LOW,5.9
2021-10-30,5,10,1,43,4,25.3,76.0,1.5,0.0,0,None,0.0,0,109,109,LOW,3.4
2021-10-31,6,10,1,43,4,24.8,75.1,0.9,0.0,0,None,0.0,0,106,103,LOW,3.3
2021-11-01,0,11,0,44,4,19.8,68.2,7.0,0.0,1,Rajyotsava,0.3,0,106,122,LOW,19.7
2021-11-02,1,11,0,44,4,18.6,66.2,1.9,0.0,1,Rajyotsava,0.4,0,112,128,LOW,17.4
2021-11-03,2,11,0,44,4,18.6,71.3,0.0,34.3,1,Rajyotsava,0.3,0,111,134,MEDIUM,42.0
2021-11-04,3,11,0,44,4,20.6,69.0,2.3,0.0,1,Deepavali,0.68,0,106,136,MEDIUM,35.3
2021-11-05,4,11,0,44,4,21.1,78.8,0.0,0.0,0,None,0.0,0,107,111,MEDIUM,6.9
2021-11-06,5,11,1,44,4,22.9,74.9,3.9,0.0,0,None,0.0,0,113,114,MEDIUM,9.5
2021-11-07,6,11,1,44,4,23.4,74.2,0.8,0.0,0,None,0.0,0,106,102,MEDIUM,7.4
2021-11-08,0,11,0,45,4,22.9,69.6,4.6,10.6,0,None,0.0,0,110,121,MEDIUM,13.2
2021-11-09,1,11,0,45,4,24.1,75.9,0.0,0.0,0,None,0.0,0,110,120,LOW,11.6
2021-11-10,2,11,0,45,4,23.4,77.9,0.0,0.0,0,None,0.0,0,108,107,LOW,0.0
2021-11-11,3,11,0,45,4,23.4,76.6,1.3,12.9,0,None,0.0,0,112,113,LOW,5.9
2021-11-12,4,11,0,45,4,22.0,70.9,5.7,0.0,0,None,0.0,1,107,126,MEDIUM,23.4
2021-11-13,5,11,1,45,4,21.5,72.2,0.0,0.0,0,None,0.0,0,111,119,LOW,20.9
2021-11-14,6,11,1,45,4,20.2,69.0,3.2,0.0,0,None,0.0,0,111,106,LOW,5.4
2021-11-15,0,11,0,46,4,21.3,74.8,0.0,0.0,0,None,0.0,1,109,143,HIGH,46.5
2021-11-16,1,11,0,46,4,19.5,76.3,0.0,0.0,0,None,0.0,0,113,126,LOW,13.1
2021-11-17,2,11,0,46,4,20.6,75.1,1.2,0.0,0,None,0.0,0,108,111,LOW,5.2
2021-11-18,3,11,0,46,4,20.2,66.7,8.3,25.2,0,None,0.0,0,113,119,LOW,8.9
2021-11-19,4,11,0,46,4,21.5,66.1,0.6,4.0,0,None,0.0,0,111,124,MEDIUM,5.8
2021-11-20,5,11,1,46,4,22.0,70.7,0.0,0.0,0,None,0.0,0,110,113,LOW,7.8
2021-11-21,6,11,1,46,4,23.6,75.1,0.0,0.0,0,None,0.0,0,110,105,LOW,6.4
2021-11-22,0,11,0,47,4,23.4,77.4,0.0,0.0,0,None,0.0,0,109,116,MEDIUM,6.2
2021-11-23,1,11,0,47,4,20.5,70.6,6.7,0.0,0,None,0.0,0,109,111,LOW,5.5
2021-11-24,2,11,0,47,4,20.3,72.3,0.0,0.0,0,None,0.0,0,108,108,LOW,0.0
2021-11-25,3,11,0,47,4,18.8,75.4,0.0,0.0,0,None,0.0,0,105,108,MEDIUM,1.5
2021-11-26,4,11,0,47,4,18.5,69.3,6.1,0.0,0,None,0.0,0,109,112,LOW,6.2
2021-11-27,5,11,1,47,4,20.8,70.5,0.0,0.0,0,None,0.0,0,108,110,LOW,12.0
2021-11-28,6,11,1,47,4,21.3,72.1,0.0,0.0,0,None,0.0,0,111,108,LOW,4.0
2021-11-29,0,11,0,48,4,20.1,71.4,0.8,0.0,0,None,0.0,0,111,120,MEDIUM,8.7
2021-11-30,1,11,0,48,4,18.8,66.3,5.1,0.0,0,None,0.0,0,113,114,LOW,5.8
2021-12-01,2,12,0,48,4,15.6,55.3,11.0,0.0,0,None,0.0,0,110,119,LOW,16.6
2021-12-02,3,12,0,48,4,14.3,56.2,0.0,0.0,0,None,0.0,0,111,121,LOW,8.1
2021-12-03,4,12,0,48,4,14.1,57.3,0.0,0.0,0,None,0.0,0,111,128,MEDIUM,22.0
2021-12-04,5,12,1,48,4,15.2,56.7,0.6,0.0,0,None,0.0,0,113,122,LOW,9.1
2021-12-05,6,12,1,48,4,16.9,56.7,0.0,0.0,0,None,0.0,0,108,122,LOW,11.5
2021-12-06,0,12,0,49,4,17.5,57.9,0.0,0.0,0,None,0.0,0,110,130,LOW,13.3
2021-12-07,1,12,0,49,4,14.4,60.1,0.0,0.0,0,None,0.0,0,113,122,MEDIUM,4.4
2021-12-08,2,12,0,49,4,15.3,59.1,0.9,30.0,0,None,0.0,0,109,130,LOW,21.4
2021-12-09,3,12,0,49,4,15.7,58.2,0.9,0.0,0,None,0.0,0,114,139,LOW,20.1
2021-12-10,4,12,0,49,4,16.4,59.2,0.0,0.0,0,None,0.0,0,109,115,LOW,4.8
2021-12-11,5,12,1,49,4,18.3,53.8,5.5,0.0,0,None,0.0,0,107,113,MEDIUM,11.7
2021-12-12,6,12,1,49,4,15.3,57.7,0.0,0.0,0,None,0.0,0,112,125,LOW,7.7
2021-12-13,0,12,0,50,4,14.9,58.6,0.0,0.0,0,None,0.0,0,108,120,LOW,6.3
2021-12-14,1,12,0,50,4,16.0,59.3,0.0,0.0,0,None,0.0,0,109,118,LOW,2.2
2021-12-15,2,12,0,50,4,14.2,62.5,0.0,0.0,0,None,0.0,0,113,121,LOW,3.0
2021-12-16,3,12,0,50,4,16.6,55.6,6.8,0.0,0,None,0.0,0,112,115,LOW,4.8
2021-12-17,4,12,0,50,4,17.0,51.4,4.2,0.0,0,None,0.0,0,109,127,MEDIUM,12.5
2021-12-18,5,12,1,50,4,17.8,55.7,0.0,0.0,0,None,0.0,0,113,121,LOW,11.3
2021-12-19,6,12,1,50,4,16.7,57.4,0.0,0.0,0,None,0.0,0,107,113,LOW,9.0
2021-12-20,0,12,0,51,4,17.6,58.9,0.0,0.0,0,None,0.0,1,109,150,HIGH,45.4
2021-12-21,1,12,0,51,4,18.5,58.0,1.0,0.0,0,None,0.0,1,110,144,HIGH,50.4
2021-12-22,2,12,0,51,4,18.1,60.8,0.0,0.0,0,None,0.0,0,106,128,LOW,24.5
2021-12-23,3,12,0,51,4,17.9,63.3,0.0,0.0,0,None,0.0,0,108,121,LOW,3.6
2021-12-24,4,12,0,51,4,17.7,63.4,0.0,0.0,0,None,0.0,0,109,123,MEDIUM,6.5
2021-12-25,5,12,1,51,4,16.3,61.3,2.1,0.0,1,Christmas,0.22,0,112,136,LOW,26.5
2021-12-26,6,12,1,51,4,16.1,54.4,6.8,0.0,1,Christmas,0.3,0,110,132,LOW,23.5
2021-12-27,0,12,0,52,4,16.0,59.0,0.0,0.0,1,Christmas,0.22,1,113,155,HIGH,54.8
2021-12-28,1,12,0,52,4,16.6,63.0,0.0,0.0,0,None,0.0,0,114,142,LOW,18.9
2021-12-29,2,12,0,52,4,17.7,63.8,0.0,0.0,0,None,0.0,0,112,127,MEDIUM,6.5
2021-12-30,3,12,0,52,4,16.0,59.6,4.1,0.0,0,None,0.0,0,107,122,LOW,3.2
2021-12-31,4,12,0,52,4,16.0,61.8,0.0,0.0,0,None,0.0,0,109,119,LOW,5.6
2022-01-01,5,1,1,52,1,16.5,51.2,10.6,0.0,0,None,0.0,0,109,119,LOW,10.5
2022-01-02,6,1,1,52,1,15.2,54.4,0.0,0.0,0,None,0.0,0,113,121,LOW,10.1
2022-01-03,0,1,0,1,1,14.1,49.0,5.4,0.0,0,None,0.0,0,107,126,LOW,16.3
2022-01-04,1,1,0,1,1,14.6,47.7,1.3,0.0,0,None,0.0,1,109,147,HIGH,48.0
2022-01-05,2,1,0,1,1,15.8,49.9,0.0,0.0,0,None,0.0,0,115,143,MEDIUM,26.9
2022-01-06,3,1,0,1,1,15.5,49.1,0.8,0.0,0,None,0.0,0,107,117,LOW,8.5
2022-01-07,4,1,0,1,1,17.0,45.1,4.0,0.0,0,None,0.0,1,107,139,MEDIUM,28.2
2022-01-08,5,1,1,1,1,17.4,47.3,0.0,0.0,0,None,0.0,0,108,135,LOW,24.5
2022-01-09,6,1,1,1,1,17.7,49.1,0.0,0.0,0,None,0.0,0,111,121,LOW,12.7
2022-01-10,0,1,0,2,1,17.6,48.7,0.4,0.0,0,None,0.0,0,109,127,LOW,11.1
2022-01-11,1,1,0,2,1,19.6,48.9,0.0,0.0,0,None,0.0,0,109,122,LOW,5.6
2022-01-12,2,1,0,2,1,18.0,47.6,1.3,0.0,0,None,0.0,0,108,118,MEDIUM,5.7
2022-01-13,3,1,0,2,1,14.7,52.0,0.0,0.0,0,None,0.0,0,109,115,LOW,1.7
2022-01-14,4,1,0,2,1,16.7,47.5,4.5,0.0,1,Makara Sankranti,0.45,1,114,148,MEDIUM,44.2
2022-01-15,5,1,1,2,1,15.6,45.7,1.8,0.0,1,Makara Sankranti,0.6,1,116,177,CRITICAL,73.8
2022-01-16,6,1,1,2,1,15.6,46.5,0.0,0.0,1,Makara Sankranti,0.45,0,113,157,HIGH,54.1
2022-01-17,0,1,0,3,1,17.0,49.5,0.0,0.0,0,None,0.0,0,113,137,LOW,21.9
2022-01-18,1,1,0,3,1,14.5,44.2,5.3,0.0,0,None,0.0,1,109,140,LOW,26.4
2022-01-19,2,1,0,3,1,13.1,41.6,2.6,0.0,0,None,0.0,1,112,144,MEDIUM,29.1
2022-01-20,3,1,0,3,1,11.8,37.8,3.8,0.0,0,None,0.0,0,109,125,LOW,9.7
2022-01-21,4,1,0,3,1,11.8,41.8,0.0,0.0,0,None,0.0,1,108,140,LOW,28.5
2022-01-22,5,1,1,3,1,13.3,40.7,1.1,0.0,0,None,0.0,1,110,142,HIGH,34.8
2022-01-23,6,1,1,3,1,14.4,42.3,0.0,0.0,0,None,0.0,1,109,133,HIGH,40.6
2022-01-24,0,1,0,4,1,14.9,46.4,0.0,0.0,0,None,0.0,0,110,134,LOW,18.4
2022-01-25,1,1,0,4,1,13.3,44.9,1.5,0.0,0,None,0.0,0,108,123,LOW,7.2
2022-01-26,2,1,0,4,1,11.0,46.6,0.0,10.3,0,None,0.0,1,112,141,MEDIUM,34.7
2022-01-27,3,1,0,4,1,12.3,46.1,0.5,0.0,0,None,0.0,1,110,172,CRITICAL,66.4
2022-01-28,4,1,0,4,1,12.5,48.7,0.0,0.0,0,None,0.0,0,108,135,MEDIUM,27.1
2022-01-29,5,1,1,4,1,13.8,49.6,0.0,0.0,0,None,0.0,0,111,121,MEDIUM,11.3
2022-01-30,6,1,1,4,1,15.0,46.7,2.9,0.0,0,None,0.0,0,108,115,LOW,12.2
2022-01-31,0,1,0,5,1,15.2,46.5,0.2,0.0,0,None,0.0,1,111,144,MEDIUM,32.7
2022-02-01,1,2,0,5,1,17.4,40.9,5.6,0.0,0,None,0.0,0,109,123,LOW,5.0
2022-02-02,2,2,0,5,1,17.3,41.1,0.0,0.0,0,None,0.0,0,110,114,MEDIUM,5.1
2022-02-03,3,2,0,5,1,17.7,35.8,5.3,11.7,0,None,0.0,0,111,117,LOW,8.1
2022-02-04,4,2,0,5,1,16.4,38.8,0.0,0.0,0,None,0.0,1,108,156,HIGH,49.6
2022-02-05,5,2,1,5,1,16.2,35.4,3.4,0.0,0,None,0.0,0,111,122,LOW,21.6
2022-02-06,6,2,1,5,1,16.5,40.8,0.0,0.0,0,None,0.0,1,110,125,MEDIUM,26.8
2022-02-07,0,2,0,6,1,17.4,42.9,0.0,0.0,0,None,0.0,1,111,145,HIGH,37.9
2022-02-08,1,2,0,6,1,16.6,41.9,0.9,4.1,0,None,0.0,1,108,121,LOW,16.9
2022-02-09,2,2,0,6,1,17.2,41.0,1.0,0.0,0,None,0.0,0,109,116,LOW,3.0
2022-02-10,3,2,0,6,1,16.6,39.3,1.7,0.0,0,None,0.0,0,113,119,LOW,3.6
2022-02-11,4,2,0,6,1,16.4,41.0,0.0,0.0,0,None,0.0,0,110,112,LOW,4.6
2022-02-12,5,2,1,6,1,17.4,38.8,2.2,0.0,0,None,0.0,0,110,108,LOW,7.5
2022-02-13,6,2,1,6,1,14.7,39.3,0.0,0.0,0,None,0.0,0,110,108,MEDIUM,6.5
2022-02-14,0,2,0,7,1,13.6,41.6,0.0,0.0,0,None,0.0,1,111,142,MEDIUM,40.3
2022-02-15,1,2,0,7,1,12.7,38.6,3.0,0.0,0,None,0.0,0,106,123,MEDIUM,23.8
2022-02-16,2,2,0,7,1,11.0,36.6,1.9,0.0,0,None,0.0,1,110,130,MEDIUM,40.4
2022-02-17,3,2,0,7,1,11.8,33.7,2.9,0.0,0,None,0.0,1,108,127,MEDIUM,21.9
2022-02-18,4,2,0,7,1,14.0,32.4,1.4,0.0,0,None,0.0,1,113,138,MEDIUM,35.4
2022-02-19,5,2,1,7,1,14.4,29.3,3.1,0.0,0,None,0.0,1,112,143,MEDIUM,39.3
2022-02-20,6,2,1,7,1,15.2,35.1,0.0,0.0,0,None,0.0,1,112,135,HIGH,40.1
2022-02-21,0,2,0,8,1,16.9,41.8,0.0,0.0,0,None,0.0,1,108,139,MEDIUM,28.4
2022-02-22,1,2,0,8,1,18.3,44.7,0.0,0.0,0,None,0.0,1,110,138,LOW,25.0
2022-02-23,2,2,0,8,1,17.6,37.3,7.4,0.0,0,None,0.0,0,110,120,MEDIUM,6.6
2022-02-24,3,2,0,8,1,18.9,39.9,0.0,0.0,0,None,0.0,1,108,138,LOW,23.5
2022-02-25,4,2,0,8,1,18.2,43.5,0.0,0.0,0,None,0.0,1,109,131,MEDIUM,19.7
2022-02-26,5,2,1,8,1,16.6,40.1,3.4,0.0,0,None,0.0,1,113,130,MEDIUM,31.0
2022-02-27,6,2,1,8,1,15.8,39.7,0.4,0.0,0,None,0.0,1,112,130,HIGH,25.9
2022-02-28,0,2,0,9,1,14.2,33.1,6.6,0.0,0,None,0.0,1,107,133,LOW,27.2
2022-03-01,1,3,0,9,1,17.4,32.7,0.5,0.0,0,None,0.0,1,108,142,MEDIUM,42.3
2022-03-02,2,3,0,9,1,17.8,30.4,2.3,0.0,0,None,0.0,1,107,129,LOW,21.5
2022-03-03,3,3,0,9,1,19.4,32.8,0.0,0.0,0,None,0.0,0,114,125,LOW,6.2
2022-03-04,4,3,0,9,1,21.7,29.0,3.8,0.0,0,None,0.0,0,109,113,LOW,4.6
2022-03-05,5,3,1,9,1,19.5,33.0,0.0,0.0,0,None,0.0,0,110,114,LOW,6.5
2022-03-06,6,3,1,9,1,20.1,36.9,0.0,0.0,0,None,0.0,0,112,113,LOW,11.1
2022-03-07,0,3,0,10,1,18.8,33.8,3.1,0.0,0,None,0.0,1,106,132,MEDIUM,28.6
2022-03-08,1,3,0,10,1,19.8,30.9,2.9,0.0,0,None,0.0,1,110,132,MEDIUM,35.5
2022-03-09,2,3,0,10,1,19.7,26.0,4.8,0.0,0,None,0.0,1,114,139,LOW,44.4
2022-03-10,3,3,0,10,1,17.6,28.8,0.0,0.0,0,None,0.0,1,111,142,HIGH,33.2
2022-03-11,4,3,0,10,1,19.4,29.6,0.0,0.0,0,None,0.0,0,107,124,LOW,15.9
2022-03-12,5,3,1,10,1,18.9,27.1,2.5,0.0,0,None,0.0,0,108,113,LOW,10.0
2022-03-13,6,3,1,10,1,18.6,31.6,0.0,0.0,0,None,0.0,0,110,110,MEDIUM,4.6
2022-03-14,0,3,0,11,1,17.7,31.6,0.0,0.0,0,None,0.0,0,108,113,LOW,3.8
2022-03-15,1,3,0,11,1,17.6,29.7,1.9,0.0,0,None,0.0,0,106,106,LOW,1.0
2022-03-16,2,3,0,11,1,18.8,30.2,0.0,0.0,0,None,0.0,0,108,110,LOW,5.4
2022-03-17,3,3,0,11,1,19.0,35.3,0.0,0.0,0,None,0.0,0,111,109,LOW,1.5
2022-03-18,4,3,0,11,1,19.7,37.0,0.0,0.0,0,None,0.0,1,113,126,MEDIUM,26.7
2022-03-19,5,3,1,11,1,20.2,35.8,1.2,0.0,0,None,0.0,0,112,115,LOW,14.4
2022-03-20,6,3,1,11,1,21.7,37.3,0.0,22.4,0,None,0.0,0,107,113,LOW,14.6
2022-03-21,0,3,0,12,1,20.8,32.9,4.4,0.0,0,None,0.0,0,113,143,MEDIUM,28.9
2022-03-22,1,3,0,12,1,18.8,33.9,0.0,0.0,0,None,0.0,0,112,120,LOW,4.5
2022-03-23,2,3,0,12,1,20.4,34.8,0.0,0.0,0,None,0.0,0,110,113,LOW,7.2
2022-03-24,3,3,0,12,1,19.9,33.4,1.3,0.0,0,None,0.0,1,108,129,LOW,19.3
2022-03-25,4,3,0,12,1,21.3,35.4,0.0,0.0,0,None,0.0,0,110,124,LOW,4.5
2022-03-26,5,3,1,12,1,21.3,32.9,2.5,0.0,0,None,0.0,0,107,111,LOW,9.0
2022-03-27,6,3,1,12,1,20.8,35.3,0.0,0.0,0,None,0.0,0,113,113,MEDIUM,4.0
2022-03-28,0,3,0,13,1,21.0,36.8,0.0,0.0,0,None,0.0,0,108,117,LOW,6.4
2022-03-29,1,3,0,13,1,23.0,27.3,9.5,0.0,0,None,0.0,0,112,114,LOW,2.4
2022-03-30,2,3,0,13,1,24.6,34.0,0.0,0.0,0,None,0.0,0,109,108,LOW,0.0
2022-03-31,3,3,0,13,1,23.3,25.2,8.7,0.0,0,None,0.0,0,113,119,LOW,6.4
2022-04-01,4,4,0,13,2,27.5,30.6,0.0,0.0,0,None,0.0,0,106,118,LOW,5.5
2022-04-02,5,4,1,13,2,28.0,36.8,0.0,0.0,0,None,0.0,0,107,112,LOW,10.2
2022-04-03,6,4,1,13,2,26.1,36.5,0.3,0.0,0,None,0.0,0,113,114,LOW,13.0
2022-04-04,0,4,0,14,2,26.2,32.8,3.6,0.0,0,None,0.0,0,112,126,MEDIUM,7.4
2022-04-05,1,4,0,14,2,25.8,31.8,1.1,0.0,0,None,0.0,0,107,119,LOW,8.7
2022-04-06,2,4,0,14,2,25.9,37.5,0.0,0.0,0,None,0.0,0,111,122,LOW,7.6
2022-04-07,3,4,0,14,2,24.7,32.1,5.4,0.0,0,None,0.0,0,118,127,LOW,2.9
2022-04-08,4,4,0,14,2,22.9,38.0,0.0,0.0,0,None,0.0,0,109,114,LOW,2.6
2022-04-09,5,4,1,14,2,21.0,38.0,0.0,0.0,0,None,0.0,0,106,111,MEDIUM,10.0
2022-04-10,6,4,1,14,2,20.9,34.5,3.4,0.0,0,None,0.0,0,110,112,LOW,8.6
2022-04-11,0,4,0,15,2,21.6,34.3,0.2,5.0,0,None,0.0,0,110,128,LOW,21.8
2022-04-12,1,4,0,15,2,22.2,32.9,1.4,0.0,1,Ugadi,0.52,0,107,137,MEDIUM,38.8
2022-04-13,2,4,0,15,2,25.4,37.7,0.0,29.8,1,Ugadi,0.7,0,110,155,HIGH,54.3
2022-04-14,3,4,0,15,2,26.6,40.1,0.0,0.0,1,Ugadi,0.52,0,115,163,HIGH,48.8
2022-04-15,4,4,0,15,2,25.0,34.3,5.9,0.0,0,None,0.0,1,110,150,MEDIUM,40.7
2022-04-16,5,4,1,15,2,25.4,34.7,0.0,0.0,0,None,0.0,1,109,132,MEDIUM,30.6
2022-04-17,6,4,1,15,2,24.8,33.6,1.1,0.0,0,None,0.0,0,109,123,LOW,11.6
2022-04-18,0,4,0,16,2,24.5,39.4,0.0,0.0,0,None,0.0,0,109,125,MEDIUM,7.2
2022-04-19,1,4,0,16,2,24.9,34.9,4.5,0.0,0,None,0.0,0,112,123,LOW,4.9
2022-04-20,2,4,0,16,2,25.7,41.1,0.0,0.0,0,None,0.0,0,109,118,LOW,5.7
2022-04-21,3,4,0,16,2,25.1,39.9,1.2,0.0,0,None,0.0,0,112,120,LOW,3.7
2022-04-22,4,4,0,16,2,26.3,35.8,4.1,0.0,0,None,0.0,0,108,117,LOW,3.6
2022-04-23,5,4,1,16,2,24.5,34.8,1.0,0.0,0,None,0.0,0,111,119,LOW,9.0
2022-04-24,6,4,1,16,2,24.7,33.8,1.0,0.0,0,None,0.0,0,105,107,MEDIUM,10.7
2022-04-25,0,4,0,17,2,27.9,31.8,2.0,0.0,0,None,0.0,0,111,124,LOW,10.1
2022-04-26,1,4,0,17,2,27.3,34.7,0.0,10.0,0,None,0.0,0,108,124,MEDIUM,9.8
2022-04-27,2,4,0,17,2,28.3,32.5,2.2,0.0,0,None,0.0,0,110,122,LOW,12.3
2022-04-28,3,4,0,17,2,27.4,28.3,4.2,0.0,0,None,0.0,0,109,117,LOW,7.6
2022-04-29,4,4,0,17,2,27.4,31.2,0.0,0.0,0,None,0.0,0,112,121,LOW,7.3
2022-04-30,5,4,1,17,2,26.6,28.6,2.5,0.0,0,None,0.0,0,111,113,LOW,8.2
2022-05-01,6,5,1,17,2,30.9,39.4,0.0,0.0,0,None,0.0,0,108,114,LOW,7.4
2022-05-02,0,5,0,18,2,29.7,39.9,0.0,0.0,0,None,0.0,0,110,122,LOW,5.2
2022-05-03,1,5,0,18,2,30.3,40.3,0.0,0.0,0,None,0.0,0,111,120,LOW,6.9
2022-05-04,2,5,0,18,2,29.2,49.2,0.0,0.0,0,None,0.0,0,112,119,LOW,3.1
2022-05-05,3,5,0,18,2,30.2,48.7,0.5,17.0,0,None,0.0,0,111,130,LOW,21.4
2022-05-06,4,5,0,18,2,31.5,49.0,0.0,0.0,0,None,0.0,0,110,145,MEDIUM,40.8
