date,day_of_week,month,is_weekend,day_of_year,rainfall,humidity,temperature,humidity_drop,festival,festival_name,respiratory_alert,actual_patients,baseline_patients
2023-10-13,4,10,0,286,0.0,74.38996948496433,22.336691200145655,0,0,None,0.0,110,110
2023-10-14,5,10,1,287,0.0,62.85219428517056,23.881047739413916,0,0,None,0.0,58,110
2023-10-15,6,10,1,288,0.0,68.68110771520267,22.431557458247248,0,0,None,0.0,55,110
2023-10-16,0,10,0,289,0.0,67.43108527680656,23.373777392955255,0,0,None,0.0,65,110
2023-10-17,1,10,0,290,0.0,75.72110647712998,23.48918324540586,0,0,None,0.0,61,110
2023-10-18,2,10,0,291,0.0,74.48304641628043,23.643374175133296,0,0,None,0.0,86,110
2023-10-19,3,10,0,292,0.0,70.3080292296332,24.842937981122258,0,0,None,0.0,83,110
2023-10-20,4,10,0,293,0.0,75.17746059888393,22.246870377669104,0,0,None,1.0,122,110
2023-10-21,5,10,1,294,0.0,81.52998273787304,22.756461869631035,0,0,None,0.0,97,110
2023-10-22,6,10,1,295,0.0,62.89689492190846,20.692915355894154,1,0,None,0.0,74,110
2023-10-23,0,10,0,296,0.0,65.47844489890241,22.939614668813256,0,0,None,0.0,75,110
2023-10-24,1,10,0,297,0.0,63.065109514362995,21.818775624674547,0,0,None,0.0,60,110
2023-10-25,2,10,0,298,0.0,67.4395974659387,23.780682157878115,0,0,None,0.0,90,110
2023-10-26,3,10,0,299,0.0,63.13502909480191,24.48886579067254,0,0,None,0.0,102,110
2023-10-27,4,10,0,300,0.0,72.5486178113433,23.18086238540052,0,0,None,0.0,108,110
2023-10-28,5,10,1,301,0.0,81.0583373392996,22.54424789738226,0,0,None,0.0,81,110
2023-10-29,6,10,1,302,0.0,72.0439285089252,24.318339346295403,0,0,None,1.0,100,110
2023-10-30,0,10,0,303,0.0,61.55898401349832,23.731485920389137,0,0,None,0.0,91,110
2023-10-31,1,10,0,304,0.0,64.19609417057583,22.829502547611632,0,0,None,0.0,90,110
2023-11-01,2,11,0,305,0.0,65.35937360248282,23.454007865183044,0,0,None,0.0,90,110
2023-11-02,3,11,0,306,0.0,75.17439596044584,22.894795101738143,0,0,None,0.0,89,110
2023-11-03,4,11,0,307,0.0,71.75297213976525,23.23207899529421,0,0,None,0.0,84,110
2023-11-04,5,11,1,308,0.0,70.36520953220955,21.57053069567511,0,0,None,0.0,60,110
2023-11-05,6,11,1,309,0.0,64.87249151352522,24.139663974643636,0,0,None,0.0,66,110
2023-11-06,0,11,0,310,0.0,64.91055485028312,23.36075236505922,0,0,None,0.0,85,110
2023-11-07,1,11,0,311,0.0,70.69960648400334,25.618609039984822,0,0,None,0.0,81,110
2023-11-08,2,11,0,312,0.0,68.25518515933042,22.847825849408434,0,0,None,1.0,132,110
2023-11-09,3,11,0,313,0.0,73.07154121466198,22.67249505753813,0,0,None,0.0,120,110
2023-11-10,4,11,0,314,0.0,67.02625174775154,24.488607793038657,0,0,None,0.0,106,110
2023-11-11,5,11,1,315,0.0,51.001206205749895,22.903136094391918,1,0,None,0.0,73,110
2023-11-12,6,11,1,316,0.0,62.75304402855887,25.831380877120832,0,0,None,1.0,102,110
2023-11-13,0,11,0,317,0.0,59.35362746739149,25.016737714151382,0,0,None,0.0,107,110
2023-11-14,1,11,0,318,0.0,69.82399964693985,26.0448351793948,0,0,None,0.0,118,110
2023-11-15,2,11,0,319,0.0,70.99288789508986,25.514227409292836,0,0,None,0.0,106,110
2023-11-16,3,11,0,320,0.0,74.53195102696375,26.256651750410274,0,0,None,0.0,100,110
2023-11-17,4,11,0,321,0.0,66.66043358087435,25.285579324997784,0,0,None,0.0,116,110
2023-11-18,5,11,1,322,0.0,67.4964963145906,24.847852435485255,0,0,None,0.0,86,110
2023-11-19,6,11,1,323,0.0,65.0515976575163,25.434260185130896,0,0,None,0.0,81,110
2023-11-20,0,11,0,324,0.0,68.15404364617734,26.674529988736037,0,0,None,0.0,76,110
2023-11-21,1,11,0,325,8.458183567796377,73.81539585323317,24.0466749610037,0,0,None,0.0,96,110
2023-11-22,2,11,0,326,0.0,73.52960051603488,22.864393639881424,0,0,None,0.0,95,110
2023-11-23,3,11,0,327,0.0,68.16702892844198,25.28634114092028,0,0,None,0.0,116,110
2023-11-24,4,11,0,328,0.0,71.32351755967261,25.09829764062084,0,0,None,0.0,100,110
2023-11-25,5,11,1,329,0.0,72.30418606051722,25.37591231746553,0,0,None,0.0,84,110
2023-11-26,6,11,1,330,0.0,70.33856636155598,25.779259741110547,0,0,None,1.0,101,110
2023-11-27,0,11,0,331,0.0,74.43587202161005,23.69805048504531,0,0,None,0.0,109,110
2023-11-28,1,11,0,332,0.0,60.83737989941848,26.75749658390335,0,0,None,0.0,114,110
2023-11-29,2,11,0,333,0.0,64.37286674352576,25.948739775769027,0,0,None,1.0,141,110
2023-11-30,3,11,0,334,0.0,67.21938131371017,22.403784919801225,0,0,None,0.0,133,110
2023-12-01,4,12,0,335,0.0,65.66787862927605,28.352857853360998,0,0,None,0.0,125,110
2023-12-02,5,12,1,336,0.0,61.984228834651134,25.33972031718995,0,0,None,0.0,81,110
2023-12-03,6,12,1,337,0.0,62.29068168127666,26.744783316434773,0,0,None,0.0,66,110
2023-12-04,0,12,0,338,0.0,73.06740228338958,27.724669028336265,0,0,None,0.0,67,110
2023-12-05,1,12,0,339,0.0,72.86448634647122,25.687358241578767,0,0,None,0.0,85,110
2023-12-06,2,12,0,340,0.0,63.43659836468996,28.404237417110778,0,0,None,0.0,97,110
2023-12-07,3,12,0,341,0.0,67.4593895911605,26.35756922795417,0,0,None,0.0,119,110
2023-12-08,4,12,0,342,0.0,64.9375182661759,25.068001347113,0,0,None,0.0,122,110
2023-12-09,5,12,1,343,0.0,61.72980653228296,28.31702419165652,0,0,None,0.0,101,110
2023-12-10,6,12,1,344,0.0,69.87347035951404,26.188232062855835,0,0,None,0.0,78,110
2023-12-11,0,12,0,345,0.0,70.68832080379133,26.99751533076011,0,0,None,0.0,76,110
2023-12-12,1,12,0,346,0.0,71.43730928986898,27.30492318226243,0,0,None,0.0,75,110
2023-12-13,2,12,0,347,0.0,70.27006770648114,27.53889951310132,0,0,None,0.0,101,110
2023-12-14,3,12,0,348,0.0,63.90042602728861,26.482938071123325,0,0,None,0.0,88,110
2023-12-15,4,12,0,349,0.0,64.39812369516137,29.341619861695698,0,0,None,0.0,111,110
2023-12-16,5,12,1,350,0.0,64.17546269919377,26.701799977334105,0,0,None,0.0,116,110
2023-12-17,6,12,1,351,0.0,72.03831028478237,25.827700201016665,0,0,None,0.0,111,110
2023-12-18,0,12,0,352,0.0,68.02316785797458,26.852308865402435,0,0,None,0.0,108,110
2023-12-19,1,12,0,353,0.0,66.34310197534953,23.33865851071347,0,0,None,0.0,118,110
2023-12-20,2,12,0,354,0.0,73.3862280073982,25.41842303168869,0,0,None,1.0,143,110
2023-12-21,3,12,0,355,0.0,64.84236488583358,27.07196724487964,0,1,Local Festival,0.0,162,110
2023-12-22,4,12,0,356,0.0,79.97860438634399,27.194551262511368,0,0,None,0.0,144,110
2023-12-23,5,12,1,357,0.0,69.89090000812047,27.35393489792547,0,0,None,0.0,116,110
2023-12-24,6,12,1,358,0.0,64.5965866617532,27.455450125255144,0,0,None,0.0,99,110
2023-12-25,0,12,0,359,0.0,62.911217282876066,27.06284107343389,0,0,None,0.0,111,110
2023-12-26,1,12,0,360,0.0,72.5266571431203,28.505140716294672,0,0,None,0.0,129,110
2023-12-27,2,12,0,361,0.0,76.50210861155406,29.04293839035755,0,0,None,0.0,134,110
2023-12-28,3,12,0,362,0.0,79.36032234298517,28.278790256921383,0,0,None,0.0,127,110
2023-12-29,4,12,0,363,0.0,75.3480305687357,28.780649644409227,0,0,None,0.0,126,110
2023-12-30,5,12,1,364,0.0,70.64227294482446,29.33915142571907,0,0,None,0.0,93,110
2023-12-31,6,12,1,365,0.0,79.50475895209122,26.966218272865653,0,0,None,0.0,95,110
2024-01-01,0,1,0,1,0.0,69.0533437063071,28.39289087491529,0,0,None,0.0,117,110
2024-01-02,1,1,0,2,0.0,65.55357872318918,27.446279307032245,0,0,None,0.0,134,110
2024-01-03,2,1,0,3,0.0,62.952834510287055,27.46415097979694,0,0,None,1.0,155,110
2024-01-04,3,1,0,4,0.0,67.4687939407525,31.557417671929393,0,0,None,0.0,149,110
2024-01-05,4,1,0,5,0.0,63.827691749922515,29.559812634253095,0,0,None,0.0,129,110
2024-01-06,5,1,1,6,0.0,67.9555557408255,28.695555477314567,0,0,None,1.0,122,110
2024-01-07,6,1,1,7,0.0,66.07983256719447,28.918432680067355,0,0,None,0.0,103,110
2024-01-08,0,1,0,8,0.0,66.92908382632217,26.18351774974994,0,0,None,0.0,110,110
2024-01-09,1,1,0,9,0.0,73.05021218690754,30.08128192625013,0,0,None,0.0,129,110
2024-01-10,2,1,0,10,0.0,63.481214122369806,26.659903400592658,0,0,None,0.0,141,110
2024-01-11,3,1,0,11,0.0,59.887208517496596,31.943739203011425,0,0,None,0.0,127,110
2024-01-12,4,1,0,12,0.0,72.3708458706558,28.967759795092036,0,0,None,0.0,133,110
2024-01-13,5,1,1,13,0.0,61.30940777142125,28.25045492819804,0,0,None,0.0,114,110
2024-01-14,6,1,1,14,0.0,74.64458330291373,31.263500861250925,0,0,None,0.0,108,110
2024-01-15,0,1,0,15,0.0,71.9370441880401,28.248351053958224,0,0,None,0.0,128,110
2024-01-16,1,1,0,16,0.0,66.63588306838092,28.35235573576345,0,0,None,0.0,135,110
2024-01-17,2,1,0,17,0.0,69.94617725170592,29.00517719591281,0,0,None,0.0,123,110
2024-01-18,3,1,0,18,0.0,71.70723622331334,28.968684625152285,0,0,None,1.0,160,110
2024-01-19,4,1,0,19,0.0,58.169315033091664,29.959148051743874,0,0,None,0.0,161,110
2024-01-20,5,1,1,20,0.0,64.82165829960266,28.00810965603135,0,0,None,1.0,159,110
2024-01-21,6,1,1,21,0.0,72.00079728397596,27.89973152223231,0,0,None,1.0,153,110
2024-01-22,0,1,0,22,0.0,67.06165345023574,30.36837853704944,0,0,None,0.0,141,110
2024-01-23,1,1,0,23,0.0,60.63283743759768,29.519723075468324,0,0,None,0.0,142,110
2024-01-24,2,1,0,24,0.0,67.51067694282081,28.08295160974701,0,0,None,0.0,127,110
2024-01-25,3,1,0,25,0.0,67.20588317566305,31.93649839512564,0,0,None,0.0,138,110
2024-01-26,4,1,0,26,0.0,75.94497558830416,31.439210575922395,0,0,None,0.0,124,110
2024-01-27,5,1,1,27,0.0,74.42439016758601,32.07489808103237,0,0,None,0.0,117,110
2024-01-28,6,1,1,28,0.0,71.79455529467496,30.96281382530086,0,0,None,1.0,122,110
2024-01-29,0,1,0,29,0.0,67.84236874925526,30.963258480989126,0,0,None,0.0,119,110
2024-01-30,1,1,0,30,0.0,68.21046745278073,30.413044396035126,0,0,None,0.0,116,110
2024-01-31,2,1,0,31,0.0,67.9875136267074,28.990922422462322,0,0,None,0.0,144,110
2024-02-01,3,2,0,32,0.0,68.99067867692193,27.61977701002959,0,0,None,0.0,144,110
2024-02-02,4,2,0,33,0.0,69.49484870349072,31.3688281954235,0,0,None,0.0,131,110
2024-02-03,5,2,1,34,0.0,73.88902028999641,26.417793498547564,0,0,None,0.0,125,110
2024-02-04,6,2,1,35,0.0,65.42213523781169,31.438593816486705,0,0,None,0.0,108,110
2024-02-05,0,2,0,36,0.0,73.62534113124993,29.344142476580707,0,0,None,0.0,116,110
2024-02-06,1,2,0,37,0.0,71.10791398922463,29.997563128786183,0,0,None,0.0,113,110
2024-02-07,2,2,0,38,0.0,68.2681707940282,31.368533660345214,0,0,None,0.0,108,110
2024-02-08,3,2,0,39,0.0,68.49919598094775,34.11534464297749,0,1,Local Festival,1.0,179,110
2024-02-09,4,2,0,40,0.0,69.70533442976438,32.7531430984623,0,0,None,0.0,180,110
2024-02-10,5,2,1,41,0.0,69.92889683681479,31.916990457554526,0,0,None,0.0,141,110
2024-02-11,6,2,1,42,0.0,72.17943047750889,29.593665722115666,0,0,None,0.0,126,110
2024-02-12,0,2,0,43,0.0,65.57774448341739,31.81716057367899,0,0,None,1.0,167,110
2024-02-13,1,2,0,44,0.0,67.79485716371852,31.928407451573555,0,0,None,0.0,137,110
2024-02-14,2,2,0,45,0.0,70.261971528243,33.650063959043315,0,0,None,0.0,126,110
2024-02-15,3,2,0,46,0.0,67.83161112919537,33.00441386384141,0,0,None,0.0,131,110
2024-02-16,4,2,0,47,0.0,73.80092286408913,32.473145649491634,0,0,None,0.0,120,110
2024-02-17,5,2,1,48,0.0,68.27236705601786,33.74064533478736,0,0,None,0.0,110,110
2024-02-18,6,2,1,49,0.0,69.25697320515008,30.19184893878915,0,0,None,0.0,86,110
2024-02-19,0,2,0,50,9.810729773579697,67.36664661063799,28.34484499165276,0,0,None,1.0,142,110
2024-02-20,1,2,0,51,0.0,63.51636757484606,28.616988964014116,0,0,None,1.0,155,110
2024-02-21,2,2,0,52,0.0,61.23754689673842,31.000018310848834,0,0,None,0.0,162,110
2024-02-22,3,2,0,53,0.0,75.45758518002954,33.469453917797836,0,0,None,0.0,135,110
2024-02-23,4,2,0,54,0.0,58.84603839572621,30.982316945346703,1,0,None,1.0,170,110
2024-02-24,5,2,1,55,0.0,54.27217910477737,35.49410915392292,0,0,None,1.0,169,110
2024-02-25,6,2,1,56,0.0,60.07071469569573,29.808188988118555,0,0,None,0.0,141,110
2024-02-26,0,2,0,57,0.0,72.12699509918735,35.81548174133795,0,0,None,0.0,138,110
2024-02-27,1,2,0,58,0.0,72.82526439742125,33.066295029414036,0,0,None,1.0,167,110
2024-02-28,2,2,0,59,0.0,73.35969582841808,32.6708725935917,0,0,None,0.0,142,110
2024-02-29,3,2,0,60,0.0,68.72745572676125,33.12342970603974,0,0,None,1.0,176,110
2024-03-01,4,3,0,61,0.0,60.28070707437532,32.18977233345586,0,0,None,0.0,162,110
2024-03-02,5,3,1,62,0.0,71.91064507454662,31.453288607032565,0,0,None,1.0,149,110
2024-03-03,6,3,1,63,0.0,73.97371204492089,30.064586644282056,0,0,None,0.0,117,110
2024-03-04,0,3,0,64,0.0,66.77812458287562,30.079689158905104,0,0,None,0.0,134,110
2024-03-05,1,3,0,65,0.0,71.10588541169788,31.045637665965764,0,0,None,0.0,120,110
2024-03-06,2,3,0,66,0.0,78.45430958649195,32.868493140200606,0,0,None,0.0,142,110
2024-03-07,3,3,0,67,0.0,62.725893249640045,33.23135204786727,1,0,None,0.0,137,110
2024-03-08,4,3,0,68,0.0,74.53225216522986,32.49214018836815,0,0,None,0.0,152,110
2024-03-09,5,3,1,69,0.0,70.53257294628551,31.993600106208106,0,0,None,1.0,177,110
2024-03-10,6,3,1,70,0.0,75.13728156761006,33.24514347293492,0,0,None,0.0,138,110
2024-03-11,0,3,0,71,0.0,66.51749787448823,31.704928913383057,0,0,None,0.0,155,110
2024-03-12,1,3,0,72,0.0,74.05059821621622,32.27662590809367,0,0,None,0.0,142,110
2024-03-13,2,3,0,73,0.0,63.590803466286815,31.715924784781908,0,0,None,0.0,131,110
2024-03-14,3,3,0,74,0.0,71.73266878398579,31.94050190572524,0,0,None,0.0,134,110
2024-03-15,4,3,0,75,0.0,65.97908063557782,33.2241401626972,0,0,None,0.0,151,110
2024-03-16,5,3,1,76,0.0,79.30929427279094,30.971968272143602,0,0,None,0.0,120,110
2024-03-17,6,3,1,77,0.0,74.03074325921868,33.471018255434785,0,0,None,0.0,102,110
2024-03-18,0,3,0,78,0.0,75.92907083997446,35.30559711931067,0,0,None,0.0,109,110
2024-03-19,1,3,0,79,0.0,67.39835524295572,30.83453723815967,0,0,None,0.0,121,110
2024-03-20,2,3,0,80,0.0,70.05158851886537,32.90340665522777,0,0,None,0.0,116,110
2024-03-21,3,3,0,81,0.0,64.99194486392442,35.38104429192656,0,0,None,0.0,141,110
2024-03-22,4,3,0,82,0.0,72.88030874009539,34.59282091669496,0,0,None,0.0,140,110
2024-03-23,5,3,1,83,0.0,72.42097714394545,35.392257410129574,0,0,None,0.0,138,110
2024-03-24,6,3,1,84,0.0,63.98029901460567,31.894163109948853,0,0,None,0.0,111,110
2024-03-25,0,3,0,85,0.0,67.96647714421727,31.816129687881798,0,0,None,0.0,130,110
2024-03-26,1,3,0,86,0.0,65.4842039263115,34.03165457799473,0,0,None,0.0,143,110
2024-03-27,2,3,0,87,0.0,69.75124194633459,34.23691830795416,0,0,None,0.0,143,110
2024-03-28,3,3,0,88,0.0,63.087232104960336,31.141974953857662,0,0,None,0.0,143,110
2024-03-29,4,3,0,89,0.0,75.98030835518058,33.624778570247486,0,0,None,0.0,164,110
2024-03-30,5,3,1,90,0.0,70.67823026500356,31.97751158684083,0,0,None,0.0,125,110
2024-03-31,6,3,1,91,0.0,71.82942601523256,31.618943309061905,0,0,None,0.0,105,110
2024-04-01,0,4,0,92,0.0,64.79108986413303,33.12149855742423,0,0,None,0.0,141,110
2024-04-02,1,4,0,93,0.0,64.28056825987777,34.851871166252444,0,0,None,0.0,154,110
2024-04-03,2,4,0,94,0.0,65.18656814539156,30.88368253860279,0,0,None,0.0,155,110
2024-04-04,3,4,0,95,0.0,74.10280212897423,33.20216117478682,0,0,None,0.0,143,110
2024-04-05,4,4,0,96,0.0,66.0746642226492,33.321308639304455,0,0,None,0.0,159,110
2024-04-06,5,4,1,97,0.0,68.88263736844125,32.74682180093267,0,0,None,0.0,138,110
2024-04-07,6,4,1,98,0.0,63.423555782510235,31.631665093657215,0,0,None,0.0,134,110
2024-04-08,0,4,0,99,0.0,58.50368429098556,33.71755731033609,0,0,None,0.0,144,110
2024-04-09,1,4,0,100,0.0,77.47945267423107,31.24620842018306,0,1,Local Festival,0.0,202,110
2024-04-10,2,4,0,101,0.0,70.46553597714674,34.18747691149662,0,0,None,0.0,188,110
2024-04-11,3,4,0,102,0.0,67.16889778569373,33.6105911842851,0,0,None,0.0,174,110
2024-04-12,4,4,0,103,0.0,68.84292634987658,32.74973397844074,0,0,None,0.0,161,110
2024-04-13,5,4,1,104,0.0,71.61079030125609,33.77944392308408,0,0,None,0.0,131,110
2024-04-14,6,4,1,105,0.0,68.44735927677416,31.72697324390604,0,0,None,0.0,109,110
2024-04-15,0,4,0,106,0.0,63.506592273573354,34.80929168850339,0,0,None,1.0,141,110
2024-04-16,1,4,0,107,0.0,73.13079628387256,33.529400092140676,0,0,None,0.0,126,110
2024-04-17,2,4,0,108,0.0,81.95054743606293,32.343378658347746,0,0,None,0.0,140,110
2024-04-18,3,4,0,109,0.0,71.44187258642948,30.80065063462699,0,0,None,0.0,147,110
2024-04-19,4,4,0,110,0.0,67.42981000082139,31.253338001006714,0,0,None,0.0,137,110
2024-04-20,5,4,1,111,0.0,68.76921162464981,33.5083448484872,0,0,None,0.0,127,110
2024-04-21,6,4,1,112,0.0,59.74179778745888,31.7146124496885,0,0,None,0.0,106,110
2024-04-22,0,4,0,113,0.0,62.25168258839801,32.437488321607475,0,0,None,0.0,125,110
2024-04-23,1,4,0,114,0.0,70.15090007609524,30.697705679283185,0,0,None,0.0,155,110
2024-04-24,2,4,0,115,0.0,67.962965660568,34.8240073355719,0,0,None,0.0,145,110
2024-04-25,3,4,0,116,0.0,65.7743479949819,31.936626416022307,0,0,None,0.0,145,110
2024-04-26,4,4,0,117,0.0,65.08785628129169,32.06307448189123,0,0,None,0.0,152,110
2024-04-27,5,4,1,118,0.0,68.09600482523635,31.386098931612942,0,0,None,0.0,122,110
2024-04-28,6,4,1,119,0.0,70.80389181377902,34.226256025326975,0,0,None,0.0,113,110
2024-04-29,0,4,0,120,0.0,71.65841328823285,35.83308412306419,0,0,None,0.0,137,110
2024-04-30,1,4,0,121,0.0,62.49728916556946,32.021383490707585,0,0,None,0.0,147,110
2024-05-01,2,5,0,122,0.0,73.53850437541891,31.840735596357714,0,0,None,0.0,137,110
2024-05-02,3,5,0,123,0.0,66.8251488714502,28.38504741053177,0,0,None,0.0,146,110
2024-05-03,4,5,0,124,7.5213176005456575,69.39446633330046,32.061819534814575,0,0,None,0.0,146,110
2024-05-04,5,5,1,125,0.0,63.908362101449136,32.13321890135975,0,0,None,0.0,128,110
2024-05-05,6,5,1,126,0.0,73.76452992861228,31.893976634079092,0,0,None,0.0,119,110
2024-05-06,0,5,0,127,0.0,63.78760621117128,32.02255748824475,0,0,None,0.0,130,110
2024-05-07,1,5,0,128,0.0,66.89279094261715,34.59996245181824,0,0,None,0.0,135,110
2024-05-08,2,5,0,129,0.0,64.00445628814283,28.566354056025077,0,1,Local Festival,0.0,178,110
2024-05-09,3,5,0,130,0.0,64.45552756432897,33.48810630648769,0,0,None,0.0,157,110
2024-05-10,4,5,0,131,0.0,59.89542308063073,31.26433558226533,0,0,None,0.0,153,110
2024-05-11,5,5,1,132,0.0,77.76562568245366,30.910870679447708,0,0,None,0.0,133,110
2024-05-12,6,5,1,133,0.0,71.93584347095407,32.962583017916266,0,0,None,0.0,118,110
2024-05-13,0,5,0,134,0.0,69.54718943951966,30.575983248723706,0,0,None,0.0,113,110
2024-05-14,1,5,0,135,0.0,69.352671374894,34.230980678959895,0,0,None,0.0,136,110
2024-05-15,2,5,0,136,0.0,67.04392651841826,31.86540502717717,0,0,None,0.0,156,110
2024-05-16,3,5,0,137,0.0,64.39632163762542,33.476135037806465,0,0,None,0.0,144,110
2024-05-17,4,5,0,138,0.0,73.8813338672472,30.481064715977794,0,0,None,0.0,131,110
2024-05-18,5,5,1,139,0.0,67.51921848544625,30.749786815910262,0,0,None,0.0,113,110
2024-05-19,6,5,1,140,0.0,74.43236447040424,32.41874928706527,0,0,None,0.0,92,110
2024-05-20,0,5,0,141,0.0,72.92212839799895,33.24252011552259,0,0,None,0.0,108,110
2024-05-21,1,5,0,142,0.0,67.97102648538912,30.83402404150025,0,0,None,0.0,134,110
2024-05-22,2,5,0,143,0.0,71.80264248285107,32.98075470381867,0,0,None,0.0,125,110
2024-05-23,3,5,0,144,0.0,66.14293734466949,32.46818319193849,0,0,None,0.0,132,110
2024-05-24,4,5,0,145,0.0,75.50668091933947,33.70702767865311,0,0,None,0.0,140,110
2024-05-25,5,5,1,146,0.0,72.79281657911606,32.54768726742707,0,0,None,0.0,102,110
2024-05-26,6,5,1,147,0.0,72.34266751969821,30.553306101680054,0,0,None,0.0,71,110
2024-05-27,0,5,0,148,0.0,64.24448753383447,27.84841142798688,0,0,None,0.0,84,110
2024-05-28,1,5,0,149,0.0,70.7461103711032,30.94775118054342,0,0,None,1.0,132,110
2024-05-29,2,5,0,150,0.0,68.04295395629178,30.238430290976286,0,0,None,0.0,140,110
2024-05-30,3,5,0,151,0.0,61.90582489123922,31.94981228549071,0,0,None,0.0,134,110
2024-05-31,4,5,0,152,0.0,66.5455564093158,30.93007899296133,0,0,None,0.0,145,110
2024-06-01,5,6,1,153,0.0,99.37776847049236,30.221299257630093,0,0,None,0.0,118,110
2024-06-02,6,6,1,154,0.0,100.0,32.11600832459731,0,0,None,0.0,124,110
2024-06-03,0,6,0,155,0.0,100.0,30.325000953783807,0,0,None,0.0,122,110
2024-06-04,1,6,0,156,0.0,100.0,29.225558581064732,0,0,None,0.0,130,110
2024-06-05,2,6,0,157,0.0,100.0,27.88709748014071,0,0,None,0.0,147,110
2024-06-06,3,6,0,158,0.0,100.0,32.600102211030965,0,0,None,0.0,145,110
2024-06-07,4,6,0,159,0.0,90.50411806042266,30.085595481810298,0,0,None,0.0,141,110
2024-06-08,5,6,1,160,0.0,100.0,30.46027740334399,0,0,None,0.0,109,110
2024-06-09,6,6,1,161,0.0,96.88810902504599,30.52570364859002,0,0,None,0.0,90,110
2024-06-10,0,6,0,162,0.0,98.33250551857907,28.452280882039716,0,0,None,0.0,123,110
2024-06-11,1,6,0,163,0.0,100.0,27.546280470710236,0,0,None,0.0,123,110
2024-06-12,2,6,0,164,0.0,94.02058468982408,30.232439207009346,0,0,None,0.0,117,110
2024-06-13,3,6,0,165,0.0,100.0,31.665780063855067,0,0,None,0.0,135,110
2024-06-14,4,6,0,166,35.781326670690596,100.0,24.163558437084504,0,0,None,0.0,141,110
2024-06-15,5,6,1,167,5.470697795232859,98.64942156457145,25.630076742621082,0,0,None,0.0,84,110
2024-06-16,6,6,1,168,0.0,100.0,30.633997150214313,0,0,None,0.0,77,110
2024-06-17,0,6,0,169,0.0,100.0,28.02517002648289,0,0,None,0.0,102,110
2024-06-18,1,6,0,170,24.162597972314632,100.0,25.7918480724811,0,0,None,0.0,134,110
2024-06-19,2,6,0,171,13.308344840667552,100.0,27.20850412390628,0,0,None,0.0,141,110
2024-06-20,3,6,0,172,13.011929506322165,100.0,30.42756194712971,0,0,None,0.0,139,110
2024-06-21,4,6,0,173,0.0,100.0,29.702825488494362,0,0,None,1.0,154,110
2024-06-22,5,6,1,174,0.0,99.96478600537633,30.697608917213323,0,0,None,0.0,111,110
2024-06-23,6,6,1,175,1.5083756518764402,100.0,27.519004954961378,0,0,None,0.0,110,110
2024-06-24,0,6,0,176,0.0,100.0,30.77459015719137,0,0,None,0.0,112,110
2024-06-25,1,6,0,177,0.0,97.84102105679897,27.143620067588486,0,0,None,0.0,120,110
2024-06-26,2,6,0,178,0.0,99.1548007821463,28.204311133592388,0,0,None,0.0,113,110
2024-06-27,3,6,0,179,0.0,100.0,29.166203486118572,0,0,None,0.0,123,110
2024-06-28,4,6,0,180,0.0,100.0,29.088257720225574,0,0,None,0.0,114,110
2024-06-29,5,6,1,181,0.0,100.0,27.672756379377944,0,0,None,1.0,116,110
2024-06-30,6,6,1,182,0.0,100.0,30.35790027685173,0,0,None,0.0,101,110
2024-07-01,0,7,0,183,0.0,92.94587750956063,26.195259225406485,0,1,Local Festival,0.0,147,110
2024-07-02,1,7,0,184,0.6122297817632579,96.25640607156406,28.96684330856175,0,0,None,0.0,114,110
2024-07-03,2,7,0,185,0.0,100.0,27.563484955529344,0,0,None,1.0,147,110
2024-07-04,3,7,0,186,0.0,100.0,27.406515800527597,0,0,None,0.0,136,110
2024-07-05,4,7,0,187,0.0,100.0,26.814016344339816,0,0,None,0.0,137,110
2024-07-06,5,7,1,188,0.0,94.44293493932783,27.449850018166376,0,0,None,0.0,105,110
2024-07-07,6,7,1,189,32.543252536285976,100.0,23.94602234868914,0,0,None,0.0,106,110
2024-07-08,0,7,0,190,0.0,96.9889396981911,28.059420496849633,0,0,None,0.0,93,110
2024-07-09,1,7,0,191,0.0,100.0,26.41084728308727,0,0,None,1.0,122,110
2024-07-10,2,7,0,192,0.0,99.49922961760024,26.88045431004197,0,0,None,0.0,118,110
2024-07-11,3,7,0,193,0.0,100.0,26.769497428439436,0,0,None,0.0,105,110
2024-07-12,4,7,0,194,0.0,100.0,25.811867125011602,0,0,None,0.0,97,110
2024-07-13,5,7,1,195,0.0,97.3696098389402,26.91136611541464,0,0,None,0.0,74,110
2024-07-14,6,7,1,196,59.2281279536371,100.0,19.229119266245313,0,0,None,0.0,93,110
2024-07-15,0,7,0,197,0.0,100.0,26.342897761918003,0,0,None,0.0,86,110
2024-07-16,1,7,0,198,27.250459520817238,100.0,24.73053541083439,0,0,None,0.0,118,110
2024-07-17,2,7,0,199,0.0,99.45225354265398,25.692828211616227,0,0,None,0.0,120,110
2024-07-18,3,7,0,200,0.0,100.0,24.635001768878674,0,0,None,0.0,113,110
2024-07-19,4,7,0,201,0.0,93.33421344673172,30.056651293308814,0,0,None,0.0,112,110
2024-07-20,5,7,1,202,0.0,90.59118360981878,28.100066620563105,0,0,None,0.0,101,110
2024-07-21,6,7,1,203,0.0,95.98445113755199,25.459185955143372,0,0,None,0.0,88,110
2024-07-22,0,7,0,204,0.0,100.0,27.914387370494236,0,0,None,0.0,96,110
2024-07-23,1,7,0,205,0.0,98.52229379926726,26.339933444345114,0,0,None,0.0,104,110
